plot_code,image_array,country_code,survey_date,altitude,longitude,latitude,tsu_id,plot_id,country_name,sign_of_erosion,srf_salt,srf_crust,crsfrgab,srf_stone,lndform,slope_class,bare_soil,main_land_use,life_forms,crop_type,field_size,field_distribution_pattern,ploughing_sign,ploughing_direction,tillage_mode,input_crop_residue,input_green_manure,input_animal_manure,input_inorganic,water_supply,grazing_sign_present,grazing_sign_infrastructure,grazing_sign_droppings,grazing_sign_grass,overgrazing_sign_bare,overgrazing_sign_dung,overgrazing_sign_deforest
KE037-3-1,"[[[ 59  68  70]
  [ 55  65  67]
  [ 53  65  66]
  ...
  [ 54  69  49]
  [ 92 105  94]
  [111 125 113]]

 [[ 55  63  66]
  [ 53  63  65]
  [ 54  65  67]
  ...
  [ 62  75  54]
  [ 58  76  60]
  [ 90 109  88]]

 [[ 55  63  65]
  [ 53  62  64]
  [ 54  65  65]
  ...
  [ 67  80  62]
  [ 64  85  70]
  [ 58  81  56]]

 ...

 [[ 58  55  23]
  [ 92  90  55]
  [118 130  86]
  ...
  [213 171  99]
  [206 159  77]
  [188 151  71]]

 [[ 67  61  31]
  [ 77  75  35]
  [ 84  98  46]
  ...
  [242 199 127]
  [211 162  81]
  [206 170  89]]

 [[ 90  82  50]
  [ 93  94  49]
  [ 89 106  48]
  ...
  [210 160  86]
  [214 165  89]
  [226 192 119]]]",KE,2023/08/01,1218,34.0752743,0.203045,950125901001701,6102,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
KE043-2-1,"[[[220 224 234]
  [220 225 232]
  [221 226 229]
  ...
  [206 206 208]
  [201 201 200]
  [155 155 153]]

 [[220 224 233]
  [220 225 231]
  [221 226 229]
  ...
  [206 206 208]
  [203 203 204]
  [189 189 190]]

 [[220 225 231]
  [220 225 230]
  [221 226 229]
  ...
  [206 206 208]
  [205 205 208]
  [202 201 205]]

 ...

 [[114 105  30]
  [108 102  39]
  [101  91  39]
  ...
  [114  81  32]
  [ 97  69  26]
  [ 70  50  16]]

 [[131 123  48]
  [103  98  30]
  [103  95  34]
  ...
  [130  98  48]
  [107  76  31]
  [ 83  59  21]]

 [[117 108  35]
  [115 110  37]
  [113 106  36]
  ...
  [141 110  59]
  [135 100  53]
  [112  86  44]]]",KE,2023/08/01,1171,34.11879570000001,0.40941550000000004,944782602000501,6103,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Roots and tubers,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Manual (hoe),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE043-1-1,"[[[ 93  98 101]
  [105 110 113]
  [111 116 119]
  ...
  [194 198 207]
  [192 198 209]
  [191 197 209]]

 [[104 109 112]
  [ 84  89  92]
  [113 118 121]
  ...
  [194 198 207]
  [191 197 208]
  [190 196 208]]

 [[ 87  92  95]
  [112 117 120]
  [ 84  89  92]
  ...
  [191 198 207]
  [190 196 207]
  [189 195 207]]

 ...

 [[ 60  74  33]
  [ 53  67  24]
  [ 61  66  22]
  ...
  [ 56  66  31]
  [ 56  64  25]
  [ 53  71  26]]

 [[ 66  78  37]
  [ 54  66  23]
  [ 72  76  32]
  ...
  [ 73  80  46]
  [ 52  56  23]
  [ 50  65  26]]

 [[ 70  80  38]
  [ 53  64  21]
  [ 89  90  48]
  ...
  [ 70  74  40]
  [ 51  52  22]
  [ 36  48  15]]]",KE,2023/08/01,1172,34.124794200000004,0.4233749,944782600501201,6104,Kenya,No,No,No,Common (5-15%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),No,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE043-3-1,"[[[228 217 221]
  [228 217 221]
  [226 215 218]
  ...
  [179 182 201]
  [178 183 200]
  [177 183 199]]

 [[226 217 220]
  [226 217 220]
  [225 215 218]
  ...
  [179 182 201]
  [178 183 200]
  [177 183 199]]

 [[225 216 219]
  [225 216 219]
  [224 215 218]
  ...
  [179 182 201]
  [177 182 199]
  [176 182 198]]

 ...

 [[123 117  73]
  [135 131  85]
  [ 86  83  42]
  ...
  [ 82  73  41]
  [ 87  78  48]
  [ 88  72  45]]

 [[120 119  70]
  [103 103  52]
  [ 96  98  53]
  ...
  [ 81  72  41]
  [ 86  74  42]
  [103  85  54]]

 [[ 82  82  32]
  [ 91  94  43]
  [ 92  95  51]
  ...
  [ 85  76  44]
  [ 89  76  43]
  [112  92  60]]]",KE,2023/08/01,1165,34.1259956,0.42494719999999997,944782600301301,6105,Kenya,No,No,No,Many (15-40%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
KE095-1-1,"[[[112 122 113]
  [150 160 156]
  [114 121 120]
  ...
  [145 124 103]
  [162 146 128]
  [ 97  81  65]]

 [[127 137 133]
  [123 133 131]
  [110 119 118]
  ...
  [134 114  93]
  [104  88  71]
  [ 98  82  66]]

 [[141 150 152]
  [128 136 135]
  [111 121 119]
  ...
  [112  95  75]
  [ 86  72  54]
  [ 91  76  60]]

 ...

 [[ 92 104  37]
  [ 82  94  29]
  [ 91 103  38]
  ...
  [135 122  90]
  [154 133  80]
  [156 135  90]]

 [[ 89 103  36]
  [ 84  97  31]
  [ 89 101  36]
  ...
  [135 116  76]
  [146 124  67]
  [150 129  76]]

 [[ 79  96  28]
  [ 84  99  33]
  [100 112  46]
  ...
  [133 109  64]
  [143 122  59]
  [146 126  68]]]",KE,2023/08/02,1557,34.5044458,0.7452731,936769300701401,6107,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE095-5-1,"[[[100 118  94]
  [ 97 115  91]
  [ 96 115  90]
  ...
  [ 81  88  80]
  [ 70  77  69]
  [ 76  83  75]]

 [[ 99 117  93]
  [100 118  94]
  [ 99 117  93]
  ...
  [ 93 100  92]
  [ 73  80  72]
  [ 72  79  71]]

 [[ 90 108  84]
  [ 97 115  91]
  [ 97 115  91]
  ...
  [ 76  83  75]
  [ 75  82  74]
  [ 79  86  78]]

 ...

 [[ 73  68  48]
  [ 85  83  62]
  [ 70  71  47]
  ...
  [ 73  91  49]
  [ 70  92  46]
  [ 73  95  49]]

 [[ 70  67  47]
  [ 79  78  56]
  [ 77  77  53]
  ...
  [ 71  89  47]
  [ 70  92  46]
  [ 72  95  48]]

 [[ 72  72  51]
  [ 61  61  39]
  [ 66  66  42]
  ...
  [ 70  88  46]
  [ 67  88  43]
  [ 72  94  48]]]",KE,2023/08/02,1648,34.5077024,0.7359659000000001,936769301701801,6109,Kenya,No,No,Yes,Common (5-15%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Fruits,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,Yes,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE095-7-1,"[[[209 213 224]
  [209 213 224]
  [209 213 224]
  ...
  [153 160 178]
  [152 161 178]
  [151 160 177]]

 [[209 213 224]
  [209 213 224]
  [209 213 224]
  ...
  [155 162 180]
  [153 162 179]
  [152 161 178]]

 [[210 214 225]
  [210 214 225]
  [210 214 225]
  ...
  [155 162 180]
  [154 163 180]
  [152 161 178]]

 ...

 [[119  91  52]
  [ 98  73  39]
  [ 81  61  38]
  ...
  [ 93  61  40]
  [ 95  64  43]
  [ 70  45  27]]

 [[120  90  52]
  [ 93  72  37]
  [ 76  58  33]
  ...
  [ 96  66  44]
  [ 91  64  44]
  [ 75  55  34]]

 [[121  89  52]
  [ 88  69  37]
  [ 72  55  29]
  ...
  [ 88  58  36]
  [ 79  54  35]
  [ 86  68  45]]]",KE,2023/08/02,1618,34.50283220000001,0.7328078,936769302001201,6110,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE161-1-1,"[[[ 85  96  46]
  [ 94 113  53]
  [ 85 103  44]
  ...
  [ 55  65  38]
  [ 58  68  44]
  [ 61  71  47]]

 [[ 83  93  43]
  [102 120  62]
  [109 126  72]
  ...
  [ 54  64  38]
  [ 51  61  37]
  [ 44  54  30]]

 [[ 91 100  48]
  [ 90 105  51]
  [102 117  68]
  ...
  [ 47  57  32]
  [ 50  60  37]
  [ 42  52  30]]

 ...

 [[103  60  26]
  [144  95  54]
  [156 116  72]
  ...
  [ 99  81  11]
  [160 145  61]
  [135 108  30]]

 [[148 111  79]
  [168 120  80]
  [157 118  73]
  ...
  [115  89  38]
  [156 138  71]
  [162 143  48]]

 [[112  77  50]
  [136  87  49]
  [130  91  49]
  ...
  [100  70  31]
  [118  98  42]
  [166 153  44]]]",KE,2023/08/03,1398,34.5703325,0.5533547,941222702000801,6111,Kenya,No,No,No,Common (5-15%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Manual (hoe),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE161-7-2,"[[[ 96  94  92]
  [ 92  94  85]
  [ 77  81  71]
  ...
  [ 11  22  16]
  [ 14  23  19]
  [ 16  25  22]]

 [[ 74  74  72]
  [105 108  99]
  [109 114 104]
  ...
  [ 12  23  17]
  [ 13  23  19]
  [ 16  25  22]]

 [[ 83  87  86]
  [ 97 103  96]
  [108 116 107]
  ...
  [ 11  22  16]
  [ 16  26  22]
  [ 19  28  25]]

 ...

 [[ 73  62  58]
  [ 82  72  68]
  [ 84  76  71]
  ...
  [ 80  70  63]
  [ 30  28  23]
  [ 21  23  17]]

 [[ 96  85  81]
  [ 76  66  61]
  [ 56  49  43]
  ...
  [ 69  61  55]
  [ 22  22  16]
  [ 24  26  20]]

 [[ 76  65  61]
  [ 61  51  46]
  [ 55  47  41]
  ...
  [ 52  45  39]
  [ 15  16  10]
  [ 18  19  13]]]",KE,2023/08/03,1408,34.5797141,0.5646186,941222700801802,6114,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),Yes,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE161-4-1,"[[[204 218 230]
  [202 216 228]
  [203 217 229]
  ...
  [128 125 121]
  [145 149 155]
  [168 180 188]]

 [[215 226 236]
  [212 223 234]
  [209 220 231]
  ...
  [104 102  97]
  [ 95  96  99]
  [148 158 161]]

 [[216 226 235]
  [220 229 239]
  [217 227 236]
  ...
  [124 121 116]
  [104 103 100]
  [ 78  86  80]]

 ...

 [[109 118  53]
  [101 116  52]
  [ 64  79  17]
  ...
  [ 60  46  20]
  [ 66  50  21]
  [ 92  74  35]]

 [[102 109  51]
  [ 93 107  47]
  [ 63  79  16]
  ...
  [ 62  48  21]
  [ 67  49  21]
  [ 88  66  29]]

 [[111 116  61]
  [125 138  80]
  [ 86 103  39]
  ...
  [ 66  52  24]
  [ 65  46  17]
  [ 88  64  27]]]",KE,2023/08/03,1423,34.5779542,0.5709460999999999,941222700101601,6115,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Mechanical (tractor),Yes,Yes,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE162-1-1,"[[[162 172 184]
  [163 173 185]
  [164 174 186]
  ...
  [174 178 181]
  [175 176 181]
  [176 177 182]]

 [[162 172 184]
  [162 172 184]
  [162 172 184]
  ...
  [173 177 180]
  [174 175 180]
  [176 177 182]]

 [[162 172 184]
  [162 172 184]
  [162 172 184]
  ...
  [174 179 182]
  [175 177 181]
  [178 179 183]]

 ...

 [[178 145  97]
  [130 114  86]
  [ 58  39  10]
  ...
  [143 131  54]
  [141 128  55]
  [141 120  53]]

 [[170 135  84]
  [183 166 135]
  [101  85  57]
  ...
  [136 115  46]
  [139 117  53]
  [135 112  50]]

 [[210 173 118]
  [205 186 152]
  [192 178 149]
  ...
  [131 103  40]
  [125  88  33]
  [134 100  45]]]",KE,2023/08/04,1301,34.491009999999996,0.40017070000000005,945229901101901,6116,Kenya,No,No,No,Many (15-40%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE162-2-1,"[[[210 217 227]
  [212 219 229]
  [217 224 234]
  ...
  [202 219 235]
  [204 220 236]
  [204 220 236]]

 [[217 223 232]
  [219 226 235]
  [221 227 236]
  ...
  [202 219 235]
  [204 220 236]
  [204 220 236]]

 [[216 220 229]
  [218 223 231]
  [220 224 233]
  ...
  [203 220 236]
  [204 220 236]
  [204 220 236]]

 ...

 [[148 102  67]
  [142  97  67]
  [143  99  68]
  ...
  [165 119  79]
  [156 112  72]
  [167 125  85]]

 [[150 103  68]
  [147 100  69]
  [144  99  70]
  ...
  [167 119  78]
  [154 109  69]
  [157 116  76]]

 [[152 104  69]
  [151 101  69]
  [141  97  67]
  ...
  [156 108  67]
  [157 109  71]
  [159 121  80]]]",KE,2023/08/04,1302,34.4895652,0.4047623,945229900601801,6117,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,"In slope direction, tangent to contour",Mechanical (tractor),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE162-3-1,"[[[ 76  82  72]
  [ 77  83  73]
  [ 68  74  64]
  ...
  [222 218 217]
  [204 200 192]
  [150 146 137]]

 [[ 81  87  77]
  [ 60  66  56]
  [ 59  65  55]
  ...
  [218 214 213]
  [159 156 150]
  [145 142 135]]

 [[ 69  75  65]
  [ 71  77  67]
  [ 69  75  65]
  ...
  [226 222 221]
  [199 197 193]
  [146 146 140]]

 ...

 [[ 78  87  29]
  [ 74  78  25]
  [ 87  83  35]
  ...
  [133 137  81]
  [122 116  63]
  [114  99  50]]

 [[ 74  83  28]
  [ 81  86  33]
  [ 94  93  42]
  ...
  [ 90  87  33]
  [ 88  85  33]
  [ 97  88  37]]

 [[ 60  70  14]
  [ 68  75  21]
  [ 87  90  36]
  ...
  [ 70  61  18]
  [ 74  72  24]
  [ 95  89  37]]]",KE,2023/08/04,1294,34.4884388,0.407061,945229900301701,6118,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE162-4-1,"[[[220 219 217]
  [222 221 219]
  [223 222 220]
  ...
  [214 213 211]
  [215 214 212]
  [215 214 212]]

 [[220 219 217]
  [222 221 219]
  [224 223 221]
  ...
  [215 214 212]
  [214 213 211]
  [214 213 211]]

 [[219 218 216]
  [221 220 218]
  [223 222 220]
  ...
  [213 212 210]
  [213 212 210]
  [213 212 210]]

 ...

 [[116 110  59]
  [130 123  79]
  [124 120  63]
  ...
  [ 85  97  24]
  [ 86  99  29]
  [ 81  94  25]]

 [[107 103  48]
  [ 97  91  42]
  [100  96  38]
  ...
  [ 81  92  18]
  [ 90 101  30]
  [ 88 100  31]]

 [[101  97  40]
  [117 109  53]
  [122 118  55]
  ...
  [ 96 107  31]
  [ 95 107  33]
  [ 93 105  34]]]",KE,2023/08/04,1297,34.4805078,0.39557129999999996,945229901600801,6119,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Manual (hoe),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE044-1-1,"[[[ 70  91  76]
  [ 55  73  76]
  [ 55  71  87]
  ...
  [ 90 111 135]
  [ 97 115 134]
  [ 92 109 127]]

 [[ 83 103  90]
  [ 59  76  79]
  [ 46  62  77]
  ...
  [118 139 162]
  [139 161 182]
  [ 90 114 136]]

 [[ 67  87  77]
  [ 58  76  81]
  [ 52  68  83]
  ...
  [137 157 180]
  [101 126 146]
  [107 135 157]]

 ...

 [[140 100  80]
  [100  68  52]
  [104  66  46]
  ...
  [ 29  25  24]
  [ 40  35  32]
  [ 52  46  40]]

 [[147 102  76]
  [130  92  71]
  [131  90  69]
  ...
  [ 50  46  45]
  [ 51  46  42]
  [ 54  47  41]]

 [[127  80  49]
  [126  83  59]
  [128  86  64]
  ...
  [ 48  44  43]
  [ 45  39  36]
  [ 59  53  47]]]",KE,2023/08/05,1325,34.544807500000005,0.333355,947011400501901,6120,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,"In slope direction, tangent to contour","Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,Yes,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE044-3-1,"[[[ 99 101 105]
  [108 111 105]
  [ 90  93  87]
  ...
  [ 83  86  58]
  [ 75  74  46]
  [ 79  78  48]]

 [[ 94  98  96]
  [ 92  97  88]
  [ 82  88  78]
  ...
  [ 74  74  43]
  [ 76  75  46]
  [ 83  82  52]]

 [[ 99 107 101]
  [ 82  91  81]
  [ 98 108  96]
  ...
  [ 75  75  38]
  [ 85  86  54]
  [ 86  86  56]]

 ...

 [[ 86  93  20]
  [108 113  28]
  [150 161  67]
  ...
  [ 98  90  23]
  [141 134  58]
  [127 125  24]]

 [[ 63  68  10]
  [127 130  52]
  [177 187  84]
  ...
  [117 110  40]
  [155 152  70]
  [147 150  39]]

 [[102 108  46]
  [106 109  33]
  [165 171  74]
  ...
  [127 123  38]
  [108 107  21]
  [159 164  48]]]",KE,2023/08/05,1344,34.5423537,0.3314649,947011400701701,6121,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE044-2-1,"[[[191 200 208]
  [184 198 211]
  [177 193 208]
  ...
  [ 31  37  22]
  [ 31  36  22]
  [ 52  48  30]]

 [[185 197 211]
  [179 195 210]
  [163 178 190]
  ...
  [ 35  39  24]
  [ 34  37  24]
  [ 49  44  27]]

 [[174 193 214]
  [168 189 205]
  [146 162 168]
  ...
  [ 38  39  25]
  [ 41  42  31]
  [ 49  44  28]]

 ...

 [[111 120  31]
  [125 131  35]
  [108 120  22]
  ...
  [121 125  48]
  [123 129  52]
  [ 96 109  37]]

 [[121 128  36]
  [128 138  29]
  [110 126   7]
  ...
  [131 136  57]
  [122 131  50]
  [106 120  44]]

 [[121 125  37]
  [119 130  21]
  [106 125   0]
  ...
  [127 135  54]
  [125 137  53]
  [108 122  43]]]",KE,2023/08/05,1365,34.5401499,0.3303438,947011400901401,6122,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),No,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE044-4-1,"[[[ 79  84  51]
  [ 79  86  49]
  [ 75  84  51]
  ...
  [148 150 157]
  [156 176 202]
  [140 154 165]]

 [[ 59  65  31]
  [ 75  82  46]
  [ 71  79  48]
  ...
  [149 149 149]
  [168 184 203]
  [159 170 181]]

 [[ 77  83  48]
  [ 68  75  40]
  [ 66  74  44]
  ...
  [149 147 135]
  [164 172 180]
  [162 169 179]]

 ...

 [[156 106  67]
  [154 103  64]
  [125  84  40]
  ...
  [236 201 164]
  [181 142 108]
  [188 143 102]]

 [[156 111  71]
  [133  83  43]
  [136  93  49]
  ...
  [218 181 139]
  [230 194 155]
  [193 148 105]]

 [[185 148 107]
  [163 113  70]
  [167 122  77]
  ...
  [206 167 122]
  [231 193 151]
  [201 156 112]]]",KE,2023/08/05,1332,34.542511600000005,0.3195815,947011402001701,6123,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Manual (hoe),No,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE049-4-1,"[[[ 37  50  43]
  [ 39  51  46]
  [ 35  47  44]
  ...
  [ 76  78  86]
  [ 73  76  81]
  [ 52  48  47]]

 [[ 40  51  45]
  [ 38  49  44]
  [ 36  46  45]
  ...
  [107 115 131]
  [ 87  94 105]
  [ 54  53  56]]

 [[ 39  50  44]
  [ 39  50  45]
  [ 39  50  48]
  ...
  [149 166 194]
  [121 137 156]
  [ 51  54  62]]

 ...

 [[ 57  46  17]
  [ 75  59  22]
  [111  90  40]
  ...
  [ 84  91  11]
  [ 66  76   8]
  [ 97 109  27]]

 [[ 52  38  11]
  [ 80  60  28]
  [125  99  58]
  ...
  [ 93  99  19]
  [ 64  73  13]
  [ 88 100  22]]

 [[ 63  47  21]
  [ 89  66  37]
  [ 98  66  32]
  ...
  [ 80  87  10]
  [ 56  66   8]
  [ 77  91  13]]]",KE,2023/08/07,1619,34.797343700000006,0.0997092,952801800500101,6124,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
